DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH,YEAR,,
6,33,FRE,18.588,608,B,19,N,310,8.57,71.93,6.16,5,TUE,JUL,S,294,9.19,63.64,5.84,16,TUE,APR,2019,,
6,33,FRE,24.316,41,B,17,N,214,6.66,75.62,5.04,5,MON,SEP,S,225,9.32,56.82,5.3,16,WED,DEC,2019,,
6,33,FRE,24.316,42,A,17,N,161,8.14,80.1,6.52,5,TUE,JUN,N,146,9.6,61.6,5.91,14,FRI,SEP,2019,,
6,33,FRE,39.948,415,A,19,S,152,10.23,84.92,8.69,5,SAT,JUL,N,144,12.69,64.87,8.23,16,MON,APR,2019,,
6,33,FRE,53.4,60,B,19,S,293,18.77,91.85,17.24,6,THU,APR,N,238,17.18,81.51,14,16,MON,APR,2019,,
6,33,FRE,62.247,46,A,19,S,455,6.91,50.56,3.49,5,MON,JUL,S,703,10.21,52.86,5.4,16,FRI,JUL,2019,,
6,33,FRE,79.905,62,A,19,N,403,19.34,89.16,17.24,10,THU,FEB,N,674,31.19,92.46,28.84,14,THU,FEB,2019,,
10,33,MER,13.238,305,A,19,N,691,9.83,62.31,6.12,12,SAT,JUL,N,639,9.14,61.92,5.66,13,MON,MAY,2019,,
1,36,HUM,7.49,112,B,17,E,162,9.84,62.79,6.18,12,SAT,AUG,E,192,12.12,60.38,7.32,16,SAT,MAY,2019,,
2,36,TEH,23.2,110,B,18,E,41,8.25,83.67,6.9,12,SUN,AUG,E,47,11.45,69.12,7.91,16,SAT,NOV,2019,,
2,36,TEH,28.216,274,A,18,W,32,9.62,60.38,5.81,12,SUN,FEB,E,44,11.25,70.97,7.99,13,SUN,NOV,2019,,
2,36,TEH,39.72,216,B,18,E,273,8.74,83.74,7.32,7,WED,FEB,W,234,9.68,64.82,6.28,17,THU,NOV,2019,,
2,36,TEH,41.207,276,A,19,E,544,9.74,70.28,6.84,10,THU,AUG,E,450,9.3,60.89,5.66,13,MON,JAN,2019,,
2,36,TEH,41.207,275,B,19,E,281,10.12,68.2,6.9,7,MON,SEP,W,273,11.57,57.96,6.7,17,THU,MAY,2019,,
2,36,TEH,41.15,277,B,18,E,466,10.24,56.28,5.77,11,FRI,FEB,E,494,11.28,54.17,6.11,15,MON,FEB,2019,,
2,36,TEH,41.15,278,A,18,W,623,10.31,53.34,5.5,12,FRI,NOV,E,660,10.58,55.05,5.82,15,MON,FEB,2019,,
2,36,TEH,42.79,280,A,18,W,812,8.59,53.63,4.61,7,WED,FEB,W,859,9.71,50.21,4.87,14,FRI,FEB,2019,,
2,36,TEH,44.004,112,A,18,E,94,8.49,59.87,5.08,11,SAT,FEB,W,127,9.46,72.57,6.86,16,SUN,FEB,2019,,
2,36,TEH,44.004,281,B,18,W,602,7.7,63.97,4.92,7,WED,NOV,W,585,9.1,52.56,4.79,16,FRI,FEB,2019,,
2,36,TEH,55.26,286,A,19,W,138,12.32,71.88,8.85,12,SUN,SEP,W,124,10.71,74.25,7.95,14,SUN,SEP,2019,,
2,36,LAS,0.76,115,B,19,W,117,10.93,53.43,5.84,12,SUN,AUG,W,128,10.53,60.66,6.39,14,FRI,AUG,2019,,
2,36,LAS,19.196,245,B,19,W,133,10.07,54.96,5.53,12,FRI,SEP,W,171,11.28,63.1,7.12,15,FRI,MAY,2019,,
2,36,LAS,24.46,299,B,19,W,332,10.19,60.15,6.13,12,SAT,JUN,W,331,11.63,52.54,6.11,16,FRI,OCT,2019,,
2,36,LAS,25.045,296,O,18,E,562,9.51,53.63,5.1,12,MON,JUN,W,614,10.1,55.22,5.57,14,FRI,AUG,2019,,
2,36,LAS,25.94,211,A,19,E,789,10.01,50.71,5.07,12,FRI,AUG,W,828,10.07,52.87,5.32,14,FRI,MAY,2019,,
2,36,LAS,29.394,116,B,19,W,445,9.82,50.8,4.99,12,FRI,AUG,E,552,11.37,54.44,6.19,15,FRI,AUG,2019,,
4,37,SOL,9.665,392,A,17,W,2748,6.96,55.05,3.83,12,SAT,JUL,E,2857,6.94,57.39,3.98,17,WED,OCT,2019,,
8,38,SBD,9.72,834,B,19,W,729,20.64,58.46,12.07,12,SUN,JAN,W,954,20.72,76.2,15.79,13,MON,SEP,2019,,
8,38,SBD,30.861,921,O,19,E,494,25.99,70.37,18.29,11,FRI,MAR,W,757,53.72,52.17,28.03,13,TUE,JAN,2019,,
8,38,SBD,59.438,884,B,18,W,311,21.85,74.22,16.21,11,SUN,JAN,W,243,22.58,56.12,12.67,13,SAT,JUL,2019,,
8,40,SBD,28.481,855,B,18,W,1272,12.54,70.51,8.84,12,SUN,APR,W,1193,11.88,69.81,8.29,13,SUN,JUL,2019,,
8,40,SBD,132.727,400,A,17,W,1315,11.52,69.32,7.98,11,SUN,JUN,W,1028,10.36,60.26,6.24,13,SUN,MAR,2019,,
8,40,SBD,154.643,885,O,19,E,963,11.58,55.79,6.46,12,SUN,JUN,E,878,9.18,64.13,5.89,14,THU,JUN,2019,,
5,41,SLO,14.52,277,B,17,S,987,13.69,50.18,6.87,10,SAT,JUL,S,1137,15.79,50.13,7.91,19,FRI,JUL,2019,,
5,41,SLO,41.159,241,B,17,N,122,12.9,73.49,9.48,7,FRI,SEP,S,136,16.32,64.76,10.57,16,THU,JUN,2019,,
5,41,SLO,42.172,243,B,17,N,123,15.69,61.81,9.7,5,TUE,MAR,S,141,16.01,69.46,11.12,16,MON,MAR,2019,,
6,41,KIN,8.098,33,A,19,S,675,12.16,69.52,8.45,11,SAT,JUN,N,704,13.29,66.35,8.82,17,SUN,JUL,2019,,
6,41,KIN,20.08,38,B,17,S,536,9.8,70.9,6.94,10,SAT,JUN,N,550,11.18,63.73,7.13,16,SUN,JUN,2019,,
6,41,KIN,33.004,414,B,17,S,536,9.66,69.16,6.68,10,SAT,JUN,N,576,11.21,64.07,7.18,16,SUN,JUN,2019,,
6,41,KIN,39.962,35,A,18,S,723,7.87,57.43,4.52,7,TUE,MAY,N,861,8.56,62.89,5.38,16,MON,APR,2019,,
6,41,KIN,39.962,34,B,17,S,559,8.32,66.95,5.57,10,SAT,MAR,N,620,9.19,67.17,6.18,17,SUN,JUN,2019,,
6,41,FRE,1.013,658,B,19,S,679,6.94,62.12,4.31,9,SAT,AUG,S,785,9.1,54.78,4.98,17,FRI,AUG,2019,,
6,41,FRE,8.107,659,B,18,S,673,7.05,55.76,3.93,11,TUE,AUG,N,877,9.18,55.79,5.12,14,FRI,AUG,2019,,
6,41,FRE,16.1,643,B,19,S,1065,6.1,75.59,4.61,5,FRI,MAY,N,1250,9.83,55.04,5.41,16,FRI,MAY,2019,,
6,41,FRE,20.084,641,A,19,N,1738,7.43,58.78,4.37,12,SAT,MAY,N,2112,9.06,58.55,5.31,16,WED,FEB,2019,,
6,41,FRE,23.498,240,B,19,S,5912,8.9,57.31,5.1,7,WED,AUG,N,5928,9.23,55.42,5.11,16,THU,NOV,2019,,
6,41,FRE,26.461,243,A,17,N,5999,6.58,74.11,4.87,8,TUE,SEP,N,6343,9.78,52.71,5.15,16,TUE,OCT,2019,,
6,41,FRE,30.447,250,A,19,S,4024,8.37,57.19,4.79,7,TUE,FEB,N,4191,8.53,58.42,4.98,17,THU,MAR,2019,,
6,41,FRE,31.683,917,A,19,S,2583,8.53,57.63,4.92,7,THU,JAN,N,2608,9.42,52.7,4.97,17,WED,MAR,2019,,
6,41,MAD,3.23,400,A,19,S,1056,7.33,70.07,5.14,7,WED,JAN,N,1094,8.25,64.54,5.32,18,FRI,AUG,2019,,
6,41,MAD,3.23,256,B,19,S,1742,7.83,67.86,5.32,8,TUE,NOV,N,1634,9.12,54.7,4.99,17,WED,MAY,2019,,
6,41,MAD,6.228,181,B,19,S,999,7.15,72.87,5.21,8,TUE,NOV,N,1045,8.73,62.46,5.45,17,WED,MAY,2019,,
6,41,MAD,9.25,619,A,19,N,833,7.73,61.21,4.73,10,SAT,AUG,N,978,8.98,61.9,5.56,16,FRI,JAN,2019,,
6,41,MAD,9.25,673,B,19,S,724,6.53,72.33,4.72,7,THU,NOV,N,831,8.91,60.84,5.42,17,FRI,AUG,2019,,
6,41,MAD,35.77,620,A,19,N,717,13.43,56.95,7.65,12,FRI,JUL,S,688,10.69,68.66,7.34,18,SAT,AUG,2019,,
6,41,MAD,38.99,934,A,19,N,504,11.59,70.59,8.18,10,SAT,AUG,S,485,11.08,71.01,7.87,16,SUN,DEC,2019,,
6,43,KER,1.9,5,B,19,S,460,8.08,82,6.63,5,TUE,JAN,N,530,11.48,66.5,7.63,16,TUE,FEB,2019,,
6,43,KER,8.112,8,B,18,S,409,10.27,73.83,7.58,5,WED,AUG,N,332,8.64,71.25,6.15,16,WED,MAY,2019,,
6,43,KER,9.162,616,A,18,S,431,9.97,79.37,7.91,5,TUE,AUG,N,415,11.89,64.04,7.62,16,MON,NOV,2019,,
6,43,KER,17.966,626,A,18,N,485,7.4,54.01,4,7,MON,NOV,S,705,10.63,54.69,5.81,16,MON,NOV,2019,,
6,43,KER,25.125,185,B,18,N,312,6.77,69.8,4.72,6,TUE,FEB,S,338,9.15,55.96,5.12,15,THU,MAY,2019,,
6,43,KER,25.187,186,A,18,N,348,10.41,77.68,8.08,5,WED,AUG,S,337,12.43,62.99,7.83,16,THU,FEB,2019,,
6,43,KER,33.48,652,A,17,N,218,9.98,67.08,6.69,6,MON,FEB,S,219,10.72,62.75,6.72,15,MON,AUG,2019,,
6,43,TUL,22.133,660,B,17,S,174,8.12,56.31,4.57,7,MON,NOV,N,195,8.44,60.75,5.13,15,FRI,AUG,2019,,
6,43,KIN,1.456,432,B,19,S,353,10.44,73.24,7.65,6,WED,MAY,N,363,10.1,77.9,7.86,16,WED,SEP,2019,,
6,43,KIN,10.359,661,A,17,S,362,9.45,66.79,6.31,7,THU,NOV,N,394,9.74,70.48,6.87,16,TUE,MAY,2019,,
6,43,KIN,18.238,624,B,19,S,430,9.03,61.43,5.55,6,MON,SEP,N,500,9.72,66.31,6.45,15,WED,FEB,2019,,
6,43,KIN,22.272,66,A,19,S,551,8.91,56.22,5.01,7,THU,JAN,S,551,9.35,53.6,5.01,16,THU,NOV,2019,,
2,44,SHA,0.852,302,B,19,W,2496,9.21,63.16,5.81,7,TUE,DEC,E,2337,9.67,56.3,5.44,16,TUE,DEC,2019,,
2,44,SHA,1.808,161,B,19,W,3454,9.25,64.88,6,7,THU,OCT,E,3407,9.93,59.61,5.92,17,WED,OCT,2019,,
2,44,SHA,1.239,282,A,19,W,2744,11.67,66.65,7.78,12,MON,JUL,W,2522,11.82,60.48,7.15,16,MON,JUL,2019,,
2,44,SHA,3.627,193,A,19,W,1065,10.74,59.93,6.44,7,TUE,MAY,W,1015,11.16,54.98,6.14,15,THU,MAY,2019,,
2,44,SHA,7,210,A,19,W,552,9.19,69.26,6.36,7,TUE,APR,E,543,8.79,71.26,6.26,17,THU,AUG,2019,,
2,44,SHA,7,318,B,19,W,986,10.46,60.57,6.33,7,THU,MAY,E,867,11,50.61,5.57,15,FRI,MAY,2019,,
2,44,SHA,19.01,283,B,18,W,289,9.03,80.06,7.23,7,MON,FEB,E,272,8.9,76.4,6.8,17,TUE,FEB,2019,,
2,44,SHA,19.01,229,A,18,W,337,8.35,83.01,6.93,7,THU,FEB,E,335,12.09,56.97,6.89,17,FRI,SEP,2019,,
2,44,SHA,32,284,A,19,E,287,12.64,57.52,7.27,11,SUN,SEP,E,280,14.03,50.54,7.09,13,SUN,JUN,2019,,
2,44,SHA,62.685,241,A,19,W,145,17.21,54.72,9.42,11,SUN,AUG,W,157,16.82,60.62,10.19,14,SUN,AUG,2019,,
2,44,LAS,37.247,120,B,19,W,136,12.83,62.96,8.08,10,FRI,JUN,E,142,14.5,58.2,8.44,14,FRI,JUL,2019,,
3,45,COL,20.08,190,A,19,N,317,7.03,60.85,4.28,10,SAT,OCT,S,392,9.9,53.41,5.29,15,FRI,FEB,2019,,
3,45,COL,34.176,191,O,19,S,148,8.58,68.84,5.9,12,SUN,MAY,N,187,12.88,57.9,7.46,15,FRI,MAY,2019,,
3,45,GLE,0,191,O,19,S,148,8.58,68.84,5.9,12,SUN,MAY,N,187,12.88,57.9,7.46,15,FRI,MAY,2019,,
3,45,GLE,7.527,192,A,19,S,159,8.81,62.11,5.47,7,TUE,AUG,N,184,12.6,50.27,6.33,15,FRI,APR,2019,,
3,45,GLE,7.527,193,B,19,S,103,8.47,61.68,5.22,10,FRI,AUG,N,129,10.5,62.32,6.54,16,FRI,MAR,2019,,
3,45,GLE,22.68,194,B,19,S,219,10.99,80.52,8.84,6,FRI,FEB,N,226,13.09,69.75,9.13,16,THU,FEB,2019,,
3,45,GLE,23.23,195,B,19,N,217,13.54,56.81,7.69,7,MON,OCT,N,254,13.68,65.8,9,15,WED,MAR,2019,,
5,46,SLO,0.146,283,A,19,W,311,10.99,61.46,6.76,12,SAT,OCT,E,349,9.86,76.87,7.58,18,SAT,JUL,2019,,
5,46,SLO,45.48,544,B,19,E,1254,10.52,65.01,6.84,10,SUN,NOV,E,1346,11.35,64.65,7.34,16,SUN,JUL,2019,,
5,46,SLO,55.106,68,A,17,E,376,9.07,56.54,5.13,12,SUN,MAR,E,471,10.89,58.95,6.42,14,SUN,SEP,2019,,
6,46,KER,0,68,A,19,E,531,9.75,66.79,6.51,11,SUN,SEP,E,564,10.9,63.44,6.92,14,SUN,AUG,2019,,
6,46,KER,20.543,4,A,18,E,451,9.03,60.62,5.47,11,SUN,JUL,E,499,9.43,64.22,6.05,13,SUN,JUL,2019,,
6,46,KER,32.533,11,A,17,W,387,9.01,69.11,6.23,5,TUE,SEP,E,344,8.67,63.82,5.54,16,THU,OCT,2019,,
6,46,KER,32.533,12,B,18,W,559,6.66,72.22,4.81,6,MON,JAN,E,574,9.5,51.95,4.93,15,WED,NOV,2019,,
6,46,KER,36.84,69,A,18,W,337,8.72,70.21,6.12,5,FRI,OCT,E,300,9.75,55.87,5.45,16,FRI,APR,2019,,
6,46,KER,50.904,70,B,18,W,464,6.98,69.15,4.83,12,TUE,APR,W,552,8.68,66.19,5.74,16,FRI,JAN,2019,,
6,49,MAD,8.235,154,A,19,S,236,9.31,57.7,5.37,9,FRI,AUG,S,253,10.72,53.72,5.76,16,FRI,MAY,2019,,
10,49,MPA,16.7,315,A,17,N,586,8.92,78.87,7.04,7,TUE,APR,S,570,10.2,67.14,6.84,17,WED,AUG,2019,,
10,49,MPA,16.7,314,B,17,S,4227,37.61,93.29,35.09,7,MON,APR,S,4715,41.07,95.31,39.14,16,TUE,AUG,2019,,
10,49,MPA,44.67,233,B,17,S,95,17.22,79.83,13.75,9,SAT,APR,N,72,15.77,66.06,10.42,17,FRI,APR,2019,,
10,49,TUO,20.4,167,A,17,S,285,9.2,64.48,5.93,9,THU,OCT,N,280,9.37,62.22,5.83,16,WED,OCT,2019,,
3,49,ED,24.48,260,B,18,S,369,7.68,73.36,5.63,7,THU,NOV,N,396,9.94,60.83,6.05,17,THU,AUG,2019,,
3,49,ED,28.19,336,O,18,N,178,9.58,54.77,5.25,12,SAT,FEB,S,199,9.56,61.42,5.87,15,FRI,MAY,2019,,
3,49,ED,38.233,207,B,18,N,557,7.95,78.34,6.23,7,MON,AUG,S,581,9.16,70.94,6.5,17,WED,AUG,2019,,
3,49,PLA,2.36,209,A,19,N,753,7.66,70.31,5.38,7,THU,SEP,S,769,5.87,93.67,5.5,16,FRI,AUG,2019,,
3,49,PLA,2.36,208,B,19,N,528,7.36,77.76,5.72,7,WED,MAY,S,574,9.39,66.21,6.22,16,TUE,OCT,2019,,
3,49,PLA,3.78,251,A,19,N,1511,7.94,52.41,4.16,7,TUE,NOV,S,1699,8.39,55.8,4.68,16,THU,NOV,2019,,
3,49,PLA,3.78,250,B,19,S,1447,7.64,54.01,4.12,12,WED,JUN,S,1642,8.31,56.31,4.68,17,TUE,MAR,2019,,
3,49,PLA,6.38,210,B,18,S,1712,7.54,58.01,4.37,11,SAT,OCT,S,1668,8.05,52.9,4.26,14,FRI,OCT,2019,,
3,49,PLA,8.973,200,A,19,S,1594,7.54,65.98,4.98,7,TUE,OCT,N,1796,9.27,60.49,5.61,17,FRI,JUN,2019,,
3,49,PLA,11.373,320,O,18,N,1477,8.51,56.96,4.85,12,SUN,DEC,N,1752,8.75,65.69,5.75,13,SUN,DEC,2019,,
3,49,NEV,0,320,O,18,N,1477,8.51,56.96,4.85,12,SUN,DEC,N,1752,8.75,65.69,5.75,13,SUN,DEC,2019,,
3,49,NEV,2.194,321,B,19,S,1558,8.21,73.84,6.06,7,THU,APR,S,1267,7.58,65.07,4.93,13,THU,DEC,2019,,
3,49,NEV,2.194,322,A,19,S,1084,7.32,62.84,4.6,11,MON,SEP,N,1266,9.18,58.53,5.37,17,TUE,MAY,2019,,
3,49,NEV,10.553,372,B,19,N,1176,8.22,57.68,4.74,8,TUE,APR,S,1306,9.47,55.57,5.27,17,WED,AUG,2019,,
3,49,NEV,10.553,373,A,19,N,1251,8.23,60,4.94,8,WED,MAY,S,1346,9.32,56.99,5.31,17,TUE,JUN,2019,,
3,49,NEV,15.81,214,A,18,S,387,8.88,62.32,5.53,8,TUE,FEB,N,369,9.02,58.48,5.27,17,WED,NOV,2019,,
3,49,NEV,32.637,324,O,18,S,126,12.38,57.27,7.09,12,SUN,AUG,S,138,12.61,61.61,7.77,13,SUN,AUG,2019,,
3,49,YUB,0,324,O,18,S,126,12.38,57.27,7.09,12,SUN,AUG,S,138,12.61,61.61,7.77,13,SUN,AUG,2019,,
3,49,SIE,47.44,217,B,18,S,50,20.12,75.76,15.24,11,FRI,AUG,N,49,17.99,83.05,14.94,14,SAT,NOV,2019,,
2,49,PLU,7.5,121,B,19,N,63,9.42,58.33,5.49,12,SUN,MAY,S,83,9.94,72.81,7.24,13,SUN,NOV,2019,,
3,50,YOL,0.35,409,A,19,E,3716,6.78,60.08,4.08,7,TUE,SEP,W,3433,7.31,51.5,3.76,16,TUE,MAR,2019,,
3,50,YOL,2.477,410,B,19,W,7562,9.04,66.69,6.03,7,FRI,DEC,W,7250,8.67,66.66,5.78,15,TUE,NOV,2019,,
3,50,SAC,2.43,422,B,19,E,10048,7.18,51.42,3.69,7,TUE,OCT,W,9368,6.66,51.71,3.44,15,FRI,FEB,2019,,
3,50,SAC,2.131,225,B,19,E,9328,8.03,50.31,4.04,7,WED,FEB,E,9433,6.39,63.91,4.08,14,SUN,AUG,2019,,
3,50,SAC,3.674,228,A,19,W,8271,8.18,52.04,4.25,7,THU,MAY,E,7950,7.81,52.36,4.09,16,WED,DEC,2019,,
3,50,SAC,5.336,230,A,19,E,8160,8.56,53.09,4.54,7,TUE,FEB,W,8104,8.55,52.78,4.51,16,WED,JUL,2019,,
3,50,SAC,7.746,232,A,19,E,8242,8.38,51.29,4.3,7,WED,JUL,E,8484,8.6,51.44,4.42,16,THU,MAY,2019,,
3,50,SAC,10.919,234,A,19,W,7118,8.53,57.49,4.9,7,WED,SEP,E,6984,8.52,56.47,4.81,16,THU,JUN,2019,,
3,50,SAC,17.008,313,A,19,W,4849,8.51,56.91,4.84,7,TUE,JAN,E,4868,8.62,56.37,4.86,16,THU,JAN,2019,,
3,50,ED,8.564,245,B,18,W,3065,7.12,60.63,4.32,7,THU,APR,E,3582,8.84,57.03,5.04,15,FRI,APR,2019,,
3,50,ED,18.032,314,A,19,E,2585,9.87,62.23,6.14,12,FRI,OCT,E,2682,9.42,67.66,6.37,16,FRI,JUL,2019,,
3,50,ED,20.741,246,A,18,E,1873,10.39,67.37,7,10,SAT,OCT,W,1845,11.18,61.71,6.9,14,SUN,JUL,2019,,
3,50,ED,31.299,315,A,18,W,1333,18.63,60.81,11.33,11,SUN,JUN,W,1314,16.39,68.12,11.17,15,SUN,JUL,2019,,
3,50,ED,72.71,316,A,18,W,827,11.1,60.02,6.66,12,SUN,OCT,E,805,11.26,57.58,6.48,15,FRI,OCT,2019,,
3,50,ED,78.42,385,A,19,W,1426,9.79,51.97,5.09,12,SAT,AUG,W,1447,10.12,51.02,5.16,13,MON,DEC,2019,,
3,50,ED,78.42,384,B,19,W,1430,8.36,62.26,5.2,10,SUN,OCT,E,1409,10.05,51.01,5.13,14,SAT,JUN,2019,,
3,50,ED,80.439,387,O,19,W,1366,9.12,53.01,4.84,12,SUN,JUN,E,1591,10.88,51.76,5.63,17,FRI,AUG,2019,,
3,51,SAC,1.204,426,B,19,S,5958,6.15,64.22,3.95,7,FRI,SEP,S,5828,6.44,59.99,3.86,16,FRI,SEP,2019,,
3,51,SAC,3.357,430,B,19,S,6225,6.86,52.06,3.57,7,WED,JUL,N,5710,6.46,50.67,3.28,13,MON,SEP,2019,,
3,51,SAC,4.061,432,A,19,S,7493,6.76,64.22,4.34,6,WED,JUN,N,6988,7.03,57.63,4.05,15,WED,JUN,2019,,R
3,51,SAC,7.969,433,A,19,S,5395,6.65,59.33,3.94,6,FRI,FEB,N,5866,7.21,59.49,4.29,15,TUE,MAR,2019,,
11,52,SD,0.324,720,A,19,E,7030,10.19,69.61,7.09,12,WED,JAN,E,7936,11.02,72.66,8.01,17,THU,JAN,2019,,
11,52,SD,5.494,725,B,19,W,5860,9.46,61.44,5.81,7,THU,NOV,E,5533,8.77,62.56,5.49,15,WED,OCT,2019,,
11,52,SD,8.713,727,B,19,W,6409,8.45,74.62,6.31,7,WED,MAR,E,5309,8.02,65.13,5.22,15,THU,NOV,2019,,
11,52,SD,8.713,728,A,19,W,5735,8.18,71.73,5.87,7,WED,NOV,E,5492,7.75,72.55,5.62,16,MON,SEP,2019,,
11,52,SD,13.273,729,B,19,W,5023,7.8,67.08,5.23,6,WED,JUL,E,4552,7.55,62.81,4.74,15,TUE,NOV,2019,,
11,52,SD,13.273,730,A,19,W,3983,6.5,72.83,4.74,6,THU,AUG,E,4591,8.13,67.16,5.46,17,TUE,MAY,2019,,
11,52,SD,14.962,732,B,19,W,3984,6.58,71.87,4.73,6,TUE,APR,E,4542,8.26,65.32,5.39,16,THU,OCT,2019,,
11,52,SD,16.735,734,O,19,W,3102,5.72,69.83,4,6,THU,OCT,E,4003,8.61,59.91,5.16,15,TUE,JAN,2019,,
1,53,LAK,5.15,728,A,19,N,409,8.87,52.3,4.64,11,WED,JUL,N,487,8.82,62.68,5.53,18,SUN,APR,2019,,
1,53,LAK,7.413,729,B,18,N,357,8.26,75.64,6.25,12,FRI,JUN,N,396,9.42,73.61,6.93,14,FRI,MAR,2019,,
11,54,SD,1.88,814,A,19,W,7076,7.59,62.98,4.78,7,WED,SEP,E,6087,7.44,55.26,4.11,15,TUE,JAN,2019,,
11,54,SD,4.207,815,B,19,W,6528,7.35,64.03,4.71,7,TUE,OCT,E,5545,7.49,53.39,4,15,TUE,MAY,2019,,
11,54,SD,4.207,816,A,19,W,5971,7.77,60.84,4.73,7,THU,MAY,E,5059,7.8,51.31,4,16,TUE,JUN,2019,,
11,54,SD,4.994,743,A,19,W,5581,8.36,56.81,4.75,7,THU,SEP,W,4845,7.98,51.66,4.12,15,FRI,FEB,2019,,
11,54,SD,12.257,890,B,19,W,931,7.83,54.54,4.27,12,FRI,DEC,W,1180,9.26,58.47,5.42,17,FRI,NOV,2019,,
11,56,SD,0.309,751,A,19,W,5482,8.98,68.87,6.19,7,WED,MAY,E,4624,7.53,69.27,5.22,17,FRI,MAR,2019,,
11,56,SD,0.82,752,A,19,W,5039,8.95,69.2,6.19,7,THU,APR,E,4209,8.42,61.45,5.17,14,FRI,JAN,2019,,
11,56,SD,3.103,755,A,19,W,3680,9.61,60.07,5.77,7,MON,AUG,E,2836,7.14,62.34,4.45,17,THU,JUN,2019,,
11,56,SD,3.103,750,B,19,W,4242,10.49,55.67,5.84,7,THU,AUG,E,2965,6.65,61.41,4.08,17,FRI,MAY,2019,,
11,56,SD,7.562,757,B,19,W,4314,8.79,66.92,5.88,7,TUE,NOV,E,4023,8.62,63.61,5.48,15,FRI,JUN,2019,,
11,56,SD,8.54,758,B,19,W,3611,8.08,60.15,4.86,7,TUE,SEP,E,3906,8.38,62.78,5.26,15,TUE,JUN,2019,,
11,56,SD,8.54,759,A,19,W,3305,8.44,58.59,4.95,7,FRI,AUG,E,3166,7.97,59.5,4.74,15,TUE,OCT,2019,,
7,57,LA,6.85,97,B,19,N,2999,7.97,50.16,4,7,WED,AUG,S,3693,9.76,50.44,4.93,17,TUE,APR,2019,,
6,58,KER,15.41,71,B,18,E,19,14.12,79.17,11.18,10,SAT,MAY,E,21,17.65,70,12.35,16,MON,MAY,2019,,
6,58,KER,15.42,72,A,18,W,194,18.76,91.94,17.24,5,TUE,NOV,E,176,18.49,84.62,15.64,16,TUE,NOV,2019,,
6,58,KER,28.75,75,A,18,W,567,14.44,85.91,12.4,5,TUE,MAY,E,533,14.5,80.39,11.66,16,THU,MAY,2019,,
6,58,KER,39.96,9,B,19,W,457,9.48,83.7,7.93,5,THU,AUG,E,519,11.56,77.93,9.01,16,TUE,AUG,2019,,
6,58,KER,57.412,332,A,18,W,2381,7.78,53.92,4.19,7,WED,FEB,W,2614,8.56,53.81,4.61,15,THU,MAY,2019,,
6,58,KER,69.747,77,B,18,E,1087,7.87,54.16,4.26,11,FRI,NOV,W,1143,8.7,51.51,4.48,15,FRI,AUG,2019,,
9,58,KER,94.19,902,A,19,E,1119,7.54,62.69,4.73,10,FRI,DEC,W,1280,8.48,63.75,5.41,17,SUN,NOV,2019,,
9,58,KER,107.465,969,B,19,E,1168,8.01,59.11,4.73,10,WED,DEC,W,1459,8.25,71.63,5.91,17,MON,MAY,2019,,
9,58,KER,111.13,910,A,17,E,645,8.47,54.38,4.6,11,FRI,JUN,W,770,8.39,65.48,5.5,16,MON,MAR,2019,,
9,58,KER,142.878,953,A,19,E,757,8.55,60.13,5.14,11,FRI,MAY,W,793,8.79,61.28,5.38,17,MON,FEB,2019,,
7,60,LA,2.22,98,O,17,E,7758,6.53,54.77,3.57,12,FRI,SEP,E,8386,5.93,65.18,3.86,18,MON,OCT,2019,,
7,60,LA,20.92,102,A,19,W,9125,6.36,51.47,3.27,11,SAT,DEC,W,9236,6.17,53.71,3.31,18,SUN,APR,2019,,
7,60,LA,29.392,671,A,19,W,5646,6.29,55.6,3.5,7,FRI,FEB,W,6275,6.87,56.57,3.89,14,FRI,FEB,2019,,
8,60,SBD,0,981,A,19,W,8011,6.55,51.75,3.39,12,SAT,MAR,E,8131,6.65,51.76,3.44,15,SAT,NOV,2019,,
8,60,RIV,5.575,760,A,19,W,5899,7.24,50.13,3.63,7,MON,DEC,E,6171,7.03,53.99,3.8,16,FRI,JAN,2019,,
8,60,RIV,30.495,863,B,19,W,3143,8.16,58.92,4.81,11,SUN,OCT,W,3356,8.39,61.16,5.13,16,SUN,JUL,2019,,
8,62,RIV,0,932,A,18,W,1056,7.1,67.01,4.76,12,MON,SEP,E,1105,9.51,52.32,4.98,16,FRI,DEC,2019,,
8,62,SBD,12.404,845,A,19,E,1251,8.84,52.3,4.62,10,FRI,MAR,W,1260,9.02,51.6,4.66,14,FRI,MAR,2019,,
8,62,SBD,125.761,986,A,17,W,311,13.32,81.41,10.85,9,SUN,JUN,W,295,13.6,75.64,10.29,16,SUN,JUN,2019,,
6,63,TUL,0,21,A,17,N,926,7.37,58.5,4.31,12,SUN,DEC,S,1125,9.41,55.67,5.24,17,THU,DEC,2019,,
6,63,TUL,4.01,78,B,17,N,963,8.39,53.26,4.47,12,SUN,MAR,S,1159,9.76,55.11,5.38,17,MON,DEC,2019,,
